84000042	Anthropogenic Emissional
84000042	Human-generated Discharge
84000043	Anthropogenic Forcing
84000043	Human-induced Influence
84000043	Anthropogenic Forcings
84000043	Human-caused Effect
84000044	Anthropogenic Forcing Role
84000044	Human-influenced Impact
84000044	Anthropogenic Forcing Roles
84000044	Human-caused Role
84000045	Anthropogenic Greenhouse Gas
84000045	Human-made Greenhouse Gas
84000045	Human-influenced Atmospheric Gas
84000046	Anthropogenic Increase in Greenhouse Gas Concentrations
84000046	Human-caused Rise in Greenhouse Gases
84000046	Human-induced Growth in Greenhouse Gas Levels
84000047	Anthropogenic Ocean Acidification
84000047	Human-induced Seawater Acidification
84000047	Anthropogenic Ocean Acidifications
84000047	Anthropogenic Ocean Acidificationic
84000047	Anthropogenic Ocean Acidificational
84000047	Human-caused Ocean pH Decrease
84000048	Arctic Summer Sea Ice Retreat
84000048	Reduction of Arctic Summer Ice
84000048	Decline in Arctic Summer Ice Cover
84000049	Area Encompassed by Monsoon Systems
84000049	Monsoon-covered Region
84000049	Monsoonal Zone
84000050	Areal Extent of Permafrost
84000050	Extent of Permanently Frozen Ground
84000050	Area with Perennially Frozen Soil
84000051	Argon
84000051	Inert Gas
84000051	Argons
84000051	Argonic
84000051	Argonal
84000051	Non-reactive Element
84000052	Asset
84000052	Resource
84000052	Possession
84000053	Atmosphere-Biosphere Interaction
84000053	Atmosphere-Living System Relationship
84000053	Atmosphere-Biosphere Interactions
84000053	Atmosphere-Biosphere Interactionic
84000053	Atmosphere-Biosphere Interactional
84000053	Interplay between Atmosphere and Living Systems
84000054	Atmosphere-Human Activity Interaction
84000054	Atmosphere-Human Behavior Connection
84000054	Atmosphere-Human Activity Interactions
84000054	Atmosphere-Human Activity Interactionic
84000054	Atmosphere-Human Activity Interactional
84000054	Interaction between Atmosphere and Human Actions
84000055	Atmosphere-Ice Interaction
84000055	Atmosphere-Ice Sheet Relationship
84000055	Atmosphere-Ice Interactions
84000055	Atmosphere-Ice Interactionic
84000055	Atmosphere-Ice Interactional
84000055	Interaction between Atmosphere and Ice
84000056	Atmosphere-Land Interaction
84000056	Atmosphere-Land Surface Relationship
84000056	Atmosphere-Land Interactions
84000056	Atmosphere-Land Interactionic
84000056	Atmosphere-Land Interactional
84000056	Interaction between Atmosphere and Land
84000057	Atmosphere-Ocean Heat Exchange
84000057	Atmosphere-Ocean Heat Transfer
84000057	Atmosphere-Ocean Heat Exchanges
84000057	Exchange of Heat between Atmosphere and Ocean
84000058	Atmosphere-Ocean Interaction
84000058	Atmosphere-Sea Interaction
84000058	Atmosphere-Ocean Interactions
84000058	Atmosphere-Ocean Interactionic
84000058	Atmosphere-Ocean Interactional
84000058	Interaction between Atmosphere and Ocean
84000059	Atmospheric-Land Hydrospheric Interaction
84000059	Atmosphere-Land-Water Interaction
84000059	Atmospheric-Land Hydrospheric Interactions
84000059	Atmospheric-Land Hydrospheric Interactionic
84000059	Atmospheric-Land Hydrospheric Interactional
84000059	Interaction between Atmosphere, Land, and Water
84000060	Atmospheric CO2
84000060	Atmospheric Carbon Dioxide
84000060	CO2 in the Atmosphere
84000061	Atmospheric Change
84000061	Change in the Atmosphere
84000061	Atmospheric Changes
84000061	Alteration in Atmospheric Conditions
84000062	Atmospheric Circulation
84000062	Atmospheric Air Movement
84000062	Atmospheric Circulations
84000062	Atmospheric Circulationic
84000062	Atmospheric Circulational
84000062	Circulation of the Atmosphere
84000063	Atmospheric Composition
84000063	Composition of the Atmosphere
84000063	Atmospheric Compositions
84000063	Atmospheric Compositionic
84000063	Atmospheric Compositional
84000063	Chemical Makeup of the Atmosphere
84000064	Atmospheric Gas
84000064	Gaseous Component of the Atmosphere
84000064	Air Component
84000065	Atmospheric Layer
84000065	Layer of the Atmosphere
84000065	Atmospheric Stratum
84000066	Atmospheric Liquid
84000066	Liquid in the Atmosphere
84000066	Atmospheric Liquids
84000066	Atmospheric Fluid
84000067	Atmospheric Material
84000067	Substance in the Atmosphere
84000068	Atmospheric Pressure
84000068	Pressure in the Atmosphere
84000068	Atmospheric Pressures
84000068	Air Pressure
84000069	Atmospheric Process
84000069	Process in the Atmosphere
84000069	Atmospheric Phenomenon
84000070	Atmospheric Quality
84000070	Quality of the Atmosphere
84000070	Atmospheric Qualities
84000070	Purity of the Air
84000071	Atmospheric Solid
84000071	Solid in the Atmosphere
84000071	Atmospheric Solids
84000071	Atmospheric Particle
84000072	Atmospheric Temperature
84000072	Temperature of the Atmosphere
84000072	Atmospheric Temperatures
84000072	Air Temperature
84000073	Atmospheric Variability
84000073	Variability in the Atmosphere
84000073	Atmospheric Variabilities
84000073	Atmospheric Fluctuation
84000074	Background Surface Ozone
84000074	Natural Surface Ozone
84000074	Background Surface Ozones
84000074	Baseline Ozone Level
84000075	Balanced Emission
84000075	Equitable Release
84000075	Balanced Emissions
84000075	Balanced Emissionic
84000075	Balanced Emissional
84000075	Even Emission
84000076	Barystatic Global Mean Sea Level Change
84000076	Global Mean Sea Level Change due to Changes in Ocean Mass
84000076	Barystatic Global Mean Sea Level Changes
84000076	Sea Level Change due to Changes in Ocean Mass
84000077	Beneficial Impact
84000077	Positive Outcome
84000077	Favorable Effect
84000078	Benefit
84000078	Advantage
84000078	Gain
84000079	Biogeochemical Anthropogenic Change
84000079	Human-caused Biogeochemical Shift
84000079	Biogeochemical Anthropogenic Changes
84000079	Human-induced Chemical Change
84000080	Biogeochemical Feedback
84000080	Biogeochemical Interaction Feedback
84000080	Feedback Loop in Biogeochemical Processes
84000081	Biogeophysical Anthropogenic Change
84000081	Human-caused Biogeophysical Shift
84000081	Biogeophysical Anthropogenic Changes
84000081	Human-induced Physical Change
84000082	Biological Feedback
84000082	Living System Interaction Feedback
84000082	Feedback Loop in Biological Processes
84000083	Biological Feeback Involving Terrestrial Vegetation
84000083	Feedback Loop Involving Land-based Plants
84000083	Biological Feeback Involving Terrestrial Vegetations
84000083	Biological Feeback Involving Terrestrial Vegetationic
84000083	Biological Feeback Involving Terrestrial Vegetational
84000083	Terrestrial Vegetation-related Feedback
84000084	Biological Process
84000084	Living System Activity
84000084	Biological Activity
84000085	Biospheric Aerosol Formation
84000085	Formation of Aerosols in the Biosphere
84000085	Biospheric Aerosol Formations
84000085	Biospheric Aerosol Formationic
84000085	Biospheric Aerosol Formational
84000085	Biological Aerosol Production
84000086	Biospheric Change
84000086	Change in the Biosphere
84000086	Biospheric Changes
84000086	Alteration in Living Systems
84000087	Biospheric Emission
84000087	Living System Release
84000087	Biospheric Emissions
84000087	Biospheric Emissionic
84000087	Biospheric Emissional
84000087	Emission from the Biosphere
84000088	Biospheric Process
84000088	Living System Process
84000089	Biospheric Quality
84000089	Quality of the Biosphere
84000089	Biospheric Qualities
84000089	Purity of Living Systems
84000090	Biota Activitiy
84000090	Living Organism Activity
84000090	Biota Activitiies
84000091	Biotic Record
84000091	Living Organism Record
84000091	Biotic Records
84000091	Biological Record
84000092	Black Carbon
84000092	Dark Carbon Particle
84000092	Black Carbons
84000092	Black Carbonic
84000092	Black Carbonal
84000092	Soot
84000093	Black Carbon Absorption of Solar Radiation
84000093	Dark Carbon Absorbing Sunlight
84000093	Black Carbon Absorption of Solar Radiations
84000093	Black Carbon Absorption of Solar Radiationic
84000093	Black Carbon Absorption of Solar Radiational
84000093	Soot Absorption of Solar Energy
84000094	Black Carbon Particle
84000094	Dark Particle
84000094	Black Carbon Particles
84000094	Soot Particle
84000095	Blowing Dust
84000095	Windborne Dust
84000095	Dust Carried by Wind
84000096	Budget
84000096	Financial Plan
84000096	Allocated Resources
84000097	Burning Biomass
84000097	Combusting Plant Material
84000097	Plant Material Combustion
84000098	Burning Fossil Fuel
84000098	Combusting Fossil Fuels
84000098	Fossil Fuel Combustion
84000099	CCS
84000099	Carbon Capture and Storage
84000099	Carbon Sequestration and Storage
84000100	CO2 Outgassing
84000100	Carbon Dioxide Release
84000100	CO2 Outgassings
84000100	Outflow of Carbon Dioxide
84000101	CO2 Outgassing in the Tropics
84000101	Carbon Dioxide Release in Tropical Regions
84000101	Tropical Carbon Dioxide Outflow
84000102	Campground
84000102	Outdoor Accommodation Area
84000102	Campgrounds
84000102	Camping Site
84000103	Capacity
84000103	Capability
84000103	Capacities
84000103	Ability
84000104	Capacity for Adaptation
84000104	Adaptability
84000104	Capacity for Adaptations
84000104	Capacity for Adaptationic
84000104	Capacity for Adaptational
84000104	Adaptive Capability
84000105	Capacity for Learning
84000105	Learning Capacity
84000105	Capacity for Learnings
84000105	Learning Ability
84000106	Capacity for Transformation
84000106	Transformation Capability
84000106	Capacity for Transformations
84000106	Capacity for Transformationic
84000106	Capacity for Transformational
84000106	Ability to Transform
84000107	Carbon Dioxide Capture and Storage
84000107	CO2 Capture and Storage
84000107	Carbon Dioxide Capture and Storages
84000107	Carbon Dioxide Sequestration and Storage
84000108	Carbon Dioxide Pooling Disposition
84000108	CO2 Disposal and Accumulation
84000108	Carbon Dioxide Pooling Dispositions
84000108	Carbon Dioxide Pooling Dispositionic
84000108	Carbon Dioxide Pooling Dispositional
84000108	Disposition of Carbon Dioxide
84000109	Carbon Intensity
84000109	Carbon Concentration
84000109	Carbon Intensities
84000109	Carbon Content
84000110	Carbon Pooling Disposition
84000110	Carbon Disposal and Accumulation
84000110	Carbon Pooling Dispositions
84000110	Carbon Pooling Dispositionic
84000110	Carbon Pooling Dispositional
84000110	Disposition of Carbon
84000111	Carbon Sink Role
84000111	Carbon-absorbing Function
84000111	Carbon Sink Roles
84000111	Role of Carbon Absorption
84000112	Carbon Source Role
84000112	Carbon-emitting Function
84000112	Carbon Source Roles
84000112	Role of Carbon Emission
84000113	Carbon Storage
84000113	Accumulation of Carbon
84000113	Carbon Storages
84000113	Carbon Sequestration
84000114	Carbon Storage Role
84000114	Carbon-accumulating Function
84000114	Carbon Storage Roles
84000114	Role of Carbon Sequestration
84000115	Change in Agriculture
84000115	Agricultural Transformation
84000115	Change in Agricultures
84000115	Altered Farming Practices
84000116	Change in Air Temperature
84000116	Temperature Variation in the Atmosphere
84000116	Change in Air Temperatures
84000116	Altered Atmospheric Temperature
84000117	Change in Albedo
84000117	Alteration in Surface Reflectivity
84000117	Change in Albedos
84000117	Change in Albedoes
84000117	Variation in Surface Brightness
84000118	Change in Atmospheric Circulation
84000118	Altered Air Movement Patterns
84000118	Change in Atmospheric Circulations
84000118	Change in Atmospheric Circulationic
84000118	Change in Atmospheric Circulational
84000118	Variation in Atmospheric Circulation
84000119	Change in Atmospheric Composition
84000119	Alteration in Atmospheric Makeup
84000119	Change in Atmospheric Compositions
84000119	Change in Atmospheric Compositionic
84000119	Change in Atmospheric Compositional
84000119	Variation in Atmospheric Components
84000120	Change in Atmospheric Pressure
84000120	Pressure Variation in the Atmosphere
84000120	Change in Atmospheric Pressures
84000120	Altered Air Pressure
84000121	Change in Average Precipitation
84000121	Variation in Mean Precipitation
84000121	Change in Average Precipitations
84000121	Change in Average Precipitationic
84000121	Change in Average Precipitational
84000121	Altered Average Rainfall
84000122	Change in Climate Extremes
84000122	Variation in Extreme Weather
84000122	Altered Extreme Conditions
84000123	Change in Earth Energy Budget
84000123	Altered Planetary Energy Balance
84000123	Variation in Global Energy Budget
84000124	Change in Evaporation Characteristics
84000124	Altered Evaporation Properties
84000124	Variation in Evaporation Features
84000125	Change in Global Water Cycle
84000125	Variation in Planetary Hydrological Cycle
84000125	Change in Global Water Cycles
84000125	Altered Worldwide Water Movement
84000126	Change in Humidity
84000126	Variation in Moisture Content
84000126	Change in Humidities
84000126	Altered Atmospheric Moisture
84000127	Change in Ice Sheets Volume
84000127	Variation in Ice Sheet Mass
84000127	Change in Ice Sheets Volumes
84000127	Altered Ice Sheet Volume
84000128	Change in Infrared Radiation
84000128	Variation in Infrared Energy
84000128	Change in Infrared Radiations
84000128	Change in Infrared Radiationic
84000128	Change in Infrared Radiational
84000128	Altered Infrared Emission
84000129	Change in Irrigation
84000129	Variation in Watering Practices
84000129	Change in Irrigations
84000129	Change in Irrigationic
84000129	Change in Irrigational
84000129	Altered Water Supply to Crops
84000130	Change in Net Radiation
84000130	Variation in Net Energy Flux
84000130	Change in Net Radiations
84000130	Change in Net Radiationic
84000130	Change in Net Radiational
84000130	Altered Net Radiative Flux
84000131	Change in Ocean Volume
84000131	Variation in Ocean Water Volume
84000131	Change in Ocean Volumes
84000131	Altered Ocean Water Volume
84000132	Change in Ocean Water Density
84000132	Variation in Ocean Water Density
84000132	Change in Ocean Water Densities
84000132	Altered Seawater Density
84000133	Change in Ocean Water Salinity
84000133	Variation in Ocean Salinity
84000133	Change in Ocean Water Salinities
84000133	Altered Seawater Salinity
84000134	Change in Oceanic Circulation
84000134	Variation in Ocean Circulation
84000134	Change in Oceanic Circulations
84000134	Change in Oceanic Circulationic
84000134	Change in Oceanic Circulational
84000134	Altered Sea Currents
84000135	Change in Precipitation
84000135	Variation in Precipitation
84000135	Change in Precipitations
84000135	Change in Precipitationic
84000135	Change in Precipitational
84000135	Altered Rainfall
84000136	Change in Precipitation Pattern
84000136	Variation in Rainfall Distribution
84000136	Change in Precipitation Patterns
84000136	Change in Precipitation Patternic
84000136	Change in Precipitation Patternal
84000136	Altered Rainfall Arrangement
84000137	Change in Radiation
84000137	Variation in Radiative Forcing
84000137	Change in Radiations
84000137	Change in Radiationic
84000137	Change in Radiational
84000137	Altered Radiative Flux
84000138	Change in Solar Radiation
84000138	Variation in Sunlight
84000138	Change in Solar Radiations
84000138	Change in Solar Radiationic
84000138	Change in Solar Radiational
84000139	Change in Storage of Soil Moisture
84000139	Variation in Soil Moisture Storage
84000139	Change in Storage of Soil Moistures
84000140	Change in Sub-surface Ocean Salinity
84000140	Variation in Subsurface Ocean Salinity
84000140	Change in Sub-surface Ocean Salinities
84000141	Change in Surface Ocean Salinity
84000141	Variation in Surface Ocean Salinity
84000141	Change in Surface Ocean Salinities
84000142	Change in Surface Roughness
84000142	Variation in Surface Texture
84000143	Change in Temperature
84000143	Variation in Temperature
84000143	Change in Temperatures
84000144	Change in Total Solar Irradiance
84000144	Variation in Total Sunlight Energy
84000144	Change in Total Solar Irradiances
84000145	Change in Traffic
84000145	Traffic Variation
84000146	Change in Water Cycle
84000146	Variation in Water Cycle
84000146	Change in Water Cycles
84000147	Change in a Driver of Climate Change
84000147	Variation in Climate Change Driver
84000147	Change in a Driver of Climate Changes
84000148	Change in the Concentration of Carbon Dioxide
84000148	Variation in CO2 Concentration
84000148	Change in the Concentration of Carbon Dioxides
84000149	Change in the Earth Gravitational and Rotational Fields
84000149	Variation in Earth Gravitational and Rotational Fields
84000150	Change in the Extent of Northern Hemisphere Sea Ice
84000150	Variation in Northern Hemisphere Sea Ice Extent
84000150	Change in the Extent of Northern Hemisphere Sea Ices
84000151	Change in the Frequency of Daily Temperature Extremes
84000151	Variation in Daily Temperature Extremes Frequency
84000152	Change in the Global Mean Surface Temperature
84000152	Variation in Global Mean Surface Temperature
84000152	Change in the Global Mean Surface Temperatures
84000153	Change in the Intensity of Daily Temperature Extremes
84000153	Variation in Intensity of Daily Temperature Extremes
84000154	Change in the Mass of Water in the Ocean
84000154	Variation in Ocean Water Mass
84000154	Change in the Mass of Water in the Oceans
84000154	Change in the Mass of Water in the Oceanic
84000154	Change in the Mass of Water in the Oceanal
84000155	Change in the Northern Hemisphere September Sea Ice Extent
84000155	Variation in September Sea Ice Extent in the Northern Hemisphere
84000156	Change in the output of the Sun
84000156	Variation in Solar Output
84000156	Change in the output of the Suns
84000156	Change in the output of the Sunic
84000156	Change in the output of the Sunal
84000157	Change in the Radiative Balance
84000157	Variation in Radiative Balance
84000157	Change in the Radiative Balances
84000158	Change in the Radiative Forcing
84000158	Change in the Radiative Forcings
84000159	Change in the Shape of the Ocean Basin
84000159	Variation in Ocean Basin Shape
84000159	Change in the Shape of the Ocean Basins
84000159	Change in the Shape of the Ocean Basinic
84000159	Change in the Shape of the Ocean Basinal
84000160	Change in the Solar Irradiance
84000160	Variation in Solar Energy Flux
84000160	Change in the Solar Irradiances
84000161	Change in the Sources and Sinks of Carbon
84000161	Variation in Carbon Sources and Sinks
84000161	Change in the Sources and Sinks of Carbons
84000161	Change in the Sources and Sinks of Carbonic
84000161	Change in the Sources and Sinks of Carbonal
84000162	Change in the Storage of Groundwater
84000162	Variation in Groundwater Storage
84000163	Changed Surface Albedo
84000163	Altered Surface Reflectivity
84000163	Changed Surface Albedos
84000163	Changed Surface Albedoes
84000164	Changing Composition of the Atmosphere
84000164	Altered Atmosphere Composition
84000164	Changing Composition of the Atmospheres
84000165	Changing Surface Albedo
84000165	Altered Surface Brightness
84000165	Changing Surface Albedos
84000165	Changing Surface Albedoes
84000166	Chemical Formula
84000166	Chemical Makeup
84000166	Chemical Formulas
84000166	Chemical Formulal
84000167	Chlorofluorocarbon
84000167	CFC
84000167	Chlorofluorocarbons
84000167	Chlorofluorocarbonic
84000167	Chlorofluorocarbonal
84000168	Climate-related Hazard Risk
84000168	Risk from Climate-related Hazards
84000169	Climate Adaptation Measure
84000169	Adaptation Action
84000169	Climate Adaptation Measures
84000170	Climate Change Benefit
84000170	Benefit of Climate Change
84000171	Climate Change Cost
84000171	Cost of Climate Change
84000172	Climate Change Impact
84000172	Impact of Climate Change
84000173	Climate Change Measure
84000173	Climate Action
84000173	Climate Change Measures
84000174	Climate Change Measure Integrated with National Policy
84000174	Integrated Climate Action with National Policy
84000174	Climate Change Measure Integrated with National Policies
84000175	Climate Change Measure Integrated with National Strategies
84000175	Integrated Climate Action with National Strategies
84000176	Climate Change Policy
84000176	Policy on Climate Change
84000176	Climate Change Policies
84000177	Climate Change Response
84000177	Response to Climate Change
84000177	Climate Change Responses
84000178	Climate Equity
84000178	Equity in Climate Issues
84000178	Climate Equities
84000179	Climate Governance
84000179	Governance of Climate Issues
84000179	Climate Governances
84000180	Climate Mitigation Measure
84000180	Mitigation Action for Climate Change
84000180	Climate Mitigation Measures
84000181	Climate Neutrality
84000181	Neutral Climate Impact
84000181	Climate Neutralities
84000182	Climate Stasis
84000182	Stable Climate
84000183	Climate System
84000183	System of Climate
84000183	Climate Systemic
84000184	Climate System Quality
84000184	Quality of the Climate System
84000184	Climate System Qualities
84000185	Climate Variability
84000185	Variability in Climate
84000185	Climate Variabilities
84000186	Climate Variability in Europe
84000186	European Climate Variability
84000186	Climate Variability in Europes
84000187	Climate Variability in Europe in Winter
84000187	European Winter Climate Variability
84000188	Climate Variation
84000188	Variation in Climate
84000188	Climate Variations
84000188	Climate Variationic
84000188	Climate Variational
84000189	Climate Vulnerability
84000189	Vulnerability to Climate Change
84000189	Climate Vulnerabilities
84000190	Climate of Europe
84000190	European Climate
84000190	Climate of Europes
84000191	Climate of Part of Asia
84000191	Climate in a Part of Asia
84000191	Climate of Part of Asias
84000191	Climate of Part of Asial
84000192	Cloud
84000192	Cloudiness
84000192	Clouds
84000193	Cloud Adjustment Due to Aerosols
84000193	Aerosol-induced Cloud Adjustment
84000194	Cloud Amount
84000194	Amount of Cloud Cover
84000195	Cloud Droplet
84000195	Tiny Cloud Particle
84000196	Cloud Formation
84000196	Formation of Clouds
84000196	Cloud Formations
84000196	Cloud Formationic
84000196	Cloud Formational
84000197	Cloud Radiative Feedback
84000197	Radiative Feedback from Clouds
84000198	Cloud Type
84000198	Type of Cloud
84000198	Cloud Types
84000199	Amount of Clouds
84000200	Coast
84000200	Coastal Area
84000201	Coastal Flood
84000201	Flooding in Coastal Areas
84000201	Coastal Floods
84000202	Combustion of Fossil Fuel
84000202	Fossil Fuel Burning
84000203	Community
84000203	Local Community
84000203	Communities
84000204	Compression of Carbon Dioxide
84000204	Carbon Dioxide Compression
84000204	Compression of Carbon Dioxides
84000205	Concentration of Carbon Dioxide
84000205	CO2 Concentration
84000205	Concentration of Carbon Dioxides
84000206	Concentration of Greenhouse Gas in the Atmosphere
84000206	Greenhouse Gas Concentration in the Atmosphere
84000206	Concentration of Greenhouse Gas in the Atmospheres
84000207	Concentration of Greenhouse gases
84000207	Concentration of GHGs
84000208	Concentration of Hydrogen Ion
84000208	Hydrogen Ion Concentration
84000208	Concentration of Hydrogen Ions
84000208	Concentration of Hydrogen Ionic
84000208	Concentration of Hydrogen Ional
84000209	Concentration of Methane
84000209	Methane Concentration
84000209	Concentration of Methanes
84000210	Concentration of Nitrous Oxide
84000210	Nitrous Oxide Concentration
84000210	Concentration of Nitrous Oxides
84000211	Condensation
84000211	Formation of Condensation
84000211	Condensations
84000211	Condensationic
84000211	Condensational
84000212	Conditioning of Carbon Dioxide
84000212	Processing of Carbon Dioxide
84000212	Conditioning of Carbon Dioxides
84000213	Constructed Feature
84000213	Man-made Structure
84000213	Constructed Features
84000214	Continental-scale Precipitation Pattern
84000214	Large-scale Rainfall Pattern
84000214	Continental-scale Precipitation Patterns
84000214	Continental-scale Precipitation Patternic
84000214	Continental-scale Precipitation Patternal
84000215	Continental Glacier
84000215	Large Glacier
84000216	Continental Snow Field
84000216	Large Snow-covered Area
84000216	Continental Snow Fields
84000217	Continental Width
84000217	Width of a Continent
84000218	Cool Little Ice Age Anomaly
84000218	Cool Anomaly in the Little Ice Age
84000218	Cool Little Ice Age Anomalies
84000219	Cooling
84000219	Cooling Effect
84000219	Coolings
84000220	Cooling in the Lower Stratosphere
84000220	Cooling in the Lower Stratosphere Layer
84000220	Cooling in the Lower Stratospheres
84000221	Cooling of Earth Surface by Aerosols
84000221	Cooling of Earth's Surface by Aerosols
84000222	Cooling of the Climate System
84000222	Cooling in the Climate System
84000222	Cooling of the Climate Systemic
84000223	Carbon Monoxide
84000223	CO Gas
84000223	Carbon Monoxides
84000224	Cryospheric Change
84000224	Change in Cryosphere
84000224	Cryospheric Changes
84000225	Cryospheric Material
84000225	Material in the Cryosphere
84000226	Cryospheric Object
84000226	Object in the Cryosphere
84000227	Cryospheric Process
84000227	Process in the Cryosphere
84000228	Cryospheric Quality
84000228	Quality of the Cryosphere
84000228	Cryospheric Qualities
84000229	Cumulative Anthropogenic Emission
84000229	Accumulated Human-caused Emission
84000229	Cumulative Anthropogenic Emissions
84000229	Cumulative Anthropogenic Emissionic
84000229	Cumulative Anthropogenic Emissional
84000230	Cumulative CO2 Emission
84000230	Accumulated CO2 Emission
84000230	Cumulative CO2 Emissions
84000230	Cumulative CO2 Emissionic
84000230	Cumulative CO2 Emissional
84000231	Cumulative Carbon Emission
84000231	Accumulated Carbon Emission
84000231	Cumulative Carbon Emissions
