model	dataset	k	n_repeats	threshold	accuracy	precision	recall	specificity	f1	tp	tn	fp	fn
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.08620689655172414	0.899	0.335	0.500	0.928	0.400	8	202	15	8
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.09051724137931035	0.905	0.355	0.500	0.934	0.414	8	203	14	8
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.09482758620689655	0.906	0.360	0.500	0.936	0.417	8	204	14	8
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.09913793103448276	0.912	0.384	0.500	0.942	0.434	8	205	12	8
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.10344827586206896	0.913	0.390	0.500	0.943	0.438	8	205	12	8
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.10775862068965517	0.912	0.381	0.479	0.943	0.425	7	205	12	8
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.11206896551724138	0.913	0.381	0.458	0.946	0.416	7	206	11	8
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.11637931034482758	0.915	0.389	0.458	0.948	0.421	7	206	11	8
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.12068965517241378	0.915	0.389	0.458	0.948	0.421	7	206	11	8
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.125	0.917	0.402	0.458	0.951	0.427	7	207	10	8
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.12931034482758622	0.917	0.402	0.458	0.951	0.427	7	207	10	8
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.1336206896551724	0.917	0.393	0.438	0.953	0.413	7	207	10	9
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.13793103448275862	0.919	0.400	0.417	0.956	0.407	6	208	9	9
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.14224137931034483	0.920	0.410	0.417	0.957	0.412	6	208	9	9
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.14655172413793102	0.922	0.417	0.417	0.959	0.415	6	209	9	9
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.15086206896551724	0.922	0.417	0.417	0.959	0.415	6	209	9	9
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.15517241379310345	0.926	0.446	0.417	0.963	0.429	6	210	8	9
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.15948275862068964	0.926	0.446	0.417	0.963	0.429	6	210	8	9
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.16379310344827586	0.925	0.427	0.375	0.965	0.397	6	210	7	10
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.16810344827586207	0.925	0.427	0.375	0.965	0.397	6	210	7	10
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.1724137931034483	0.926	0.442	0.375	0.966	0.402	6	210	7	10
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.17672413793103448	0.923	0.414	0.333	0.966	0.364	5	210	7	10
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.1810344827586207	0.925	0.424	0.333	0.968	0.369	5	211	7	10
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.1853448275862069	0.922	0.400	0.292	0.968	0.336	4	211	7	11
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.1896551724137931	0.922	0.391	0.271	0.969	0.317	4	211	6	11
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.1939655172413793	0.923	0.402	0.271	0.971	0.320	4	211	6	11
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.19827586206896552	0.925	0.413	0.271	0.972	0.325	4	212	6	11
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.2025862068965517	0.926	0.432	0.271	0.974	0.329	4	212	5	11
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.20689655172413793	0.925	0.417	0.250	0.974	0.310	4	212	5	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.21120689655172414	0.925	0.417	0.250	0.974	0.310	4	212	5	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.21551724137931033	0.923	0.389	0.229	0.974	0.286	3	212	5	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.21982758620689655	0.923	0.389	0.229	0.974	0.286	3	212	5	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.22413793103448276	0.923	0.389	0.229	0.974	0.286	3	212	5	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.22844827586206895	0.925	0.402	0.229	0.976	0.290	3	212	5	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.23275862068965517	0.925	0.402	0.229	0.976	0.290	3	212	5	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.23706896551724138	0.925	0.402	0.229	0.976	0.290	3	212	5	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.24137931034482757	0.925	0.402	0.229	0.976	0.290	3	212	5	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.24568965517241378	0.925	0.402	0.229	0.976	0.290	3	212	5	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.25	0.925	0.402	0.229	0.976	0.290	3	212	5	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.2543103448275862	0.925	0.402	0.229	0.976	0.290	3	212	5	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.25862068965517243	0.925	0.402	0.229	0.976	0.290	3	212	5	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.2629310344827586	0.925	0.402	0.229	0.976	0.290	3	212	5	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.2672413793103448	0.925	0.402	0.229	0.976	0.290	3	212	5	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.27155172413793105	0.925	0.393	0.208	0.977	0.271	3	213	5	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.27586206896551724	0.926	0.405	0.208	0.979	0.273	3	213	4	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.2801724137931034	0.926	0.405	0.208	0.979	0.273	3	213	4	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.28448275862068967	0.926	0.405	0.208	0.979	0.273	3	213	4	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.28879310344827586	0.926	0.405	0.208	0.979	0.273	3	213	4	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.29310344827586204	0.927	0.421	0.208	0.980	0.276	3	213	4	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.2974137931034483	0.927	0.421	0.208	0.980	0.276	3	213	4	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3017241379310345	0.927	0.421	0.208	0.980	0.276	3	213	4	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.30603448275862066	0.927	0.421	0.208	0.980	0.276	3	213	4	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3103448275862069	0.927	0.421	0.208	0.980	0.276	3	213	4	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3146551724137931	0.927	0.421	0.208	0.980	0.276	3	213	4	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3189655172413793	0.929	0.439	0.208	0.982	0.281	3	214	4	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3232758620689655	0.930	0.463	0.208	0.983	0.285	3	214	3	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3275862068965517	0.930	0.463	0.208	0.983	0.285	3	214	3	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3318965517241379	0.930	0.463	0.208	0.983	0.285	3	214	3	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.33620689655172414	0.930	0.463	0.208	0.983	0.285	3	214	3	12
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.34051724137931033	0.929	0.430	0.188	0.983	0.257	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3448275862068966	0.929	0.430	0.188	0.983	0.257	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.34913793103448276	0.929	0.430	0.188	0.983	0.257	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.35344827586206895	0.929	0.430	0.188	0.983	0.257	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3577586206896552	0.929	0.430	0.188	0.983	0.257	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3620689655172414	0.929	0.430	0.188	0.983	0.257	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.36637931034482757	0.929	0.430	0.188	0.983	0.257	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3706896551724138	0.929	0.430	0.188	0.983	0.257	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.375	0.929	0.430	0.188	0.983	0.257	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3793103448275862	0.929	0.430	0.188	0.983	0.257	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.38362068965517243	0.930	0.453	0.188	0.985	0.263	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3879310344827586	0.930	0.453	0.188	0.985	0.263	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3922413793103448	0.930	0.453	0.188	0.985	0.263	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.39655172413793105	0.930	0.453	0.188	0.985	0.263	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.40086206896551724	0.930	0.453	0.188	0.985	0.263	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.4051724137931034	0.930	0.453	0.188	0.985	0.263	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.40948275862068967	0.930	0.453	0.188	0.985	0.263	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.41379310344827586	0.930	0.453	0.188	0.985	0.263	3	214	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.41810344827586204	0.932	0.475	0.188	0.986	0.266	3	215	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.4224137931034483	0.932	0.475	0.188	0.986	0.266	3	215	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.4267241379310345	0.932	0.475	0.188	0.986	0.266	3	215	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.43103448275862066	0.932	0.475	0.188	0.986	0.266	3	215	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.4353448275862069	0.932	0.475	0.188	0.986	0.266	3	215	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.4396551724137931	0.932	0.475	0.188	0.986	0.266	3	215	3	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.4439655172413793	0.933	0.505	0.188	0.988	0.272	3	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.4482758620689655	0.933	0.505	0.188	0.988	0.272	3	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.4525862068965517	0.933	0.505	0.188	0.988	0.272	3	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.4568965517241379	0.933	0.505	0.188	0.988	0.272	3	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.46120689655172414	0.933	0.505	0.188	0.988	0.272	3	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.46551724137931033	0.933	0.505	0.188	0.988	0.272	3	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.4698275862068965	0.934	0.538	0.188	0.989	0.275	3	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.47413793103448276	0.934	0.538	0.188	0.989	0.275	3	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.47844827586206895	0.934	0.538	0.188	0.989	0.275	3	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.48275862068965514	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.4870689655172414	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.49137931034482757	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.4956896551724138	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5043103448275862	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5086206896551724	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5129310344827586	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5172413793103449	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.521551724137931	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5258620689655172	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5301724137931034	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5344827586206896	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5387931034482758	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5431034482758621	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5474137931034483	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5517241379310345	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5560344827586207	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5603448275862069	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5646551724137931	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5689655172413793	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5732758620689655	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5775862068965517	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5818965517241379	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5862068965517241	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5905172413793104	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5948275862068966	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.5991379310344828	0.933	0.483	0.167	0.989	0.244	2	215	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.603448275862069	0.934	0.516	0.167	0.991	0.247	2	216	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6077586206896551	0.934	0.516	0.167	0.991	0.247	2	216	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6120689655172413	0.934	0.516	0.167	0.991	0.247	2	216	2	13
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6163793103448276	0.932	0.478	0.125	0.991	0.197	2	216	2	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6206896551724138	0.930	0.444	0.104	0.991	0.168	1	216	2	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.625	0.930	0.444	0.104	0.991	0.168	1	216	2	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6293103448275862	0.930	0.444	0.104	0.991	0.168	1	216	2	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6336206896551724	0.930	0.444	0.104	0.991	0.168	1	216	2	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6379310344827586	0.930	0.444	0.104	0.991	0.168	1	216	2	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6422413793103449	0.930	0.444	0.104	0.991	0.168	1	216	2	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.646551724137931	0.930	0.444	0.104	0.991	0.168	1	216	2	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6508620689655172	0.930	0.444	0.104	0.991	0.168	1	216	2	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6551724137931034	0.930	0.444	0.104	0.991	0.168	1	216	2	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6594827586206896	0.930	0.444	0.104	0.991	0.168	1	216	2	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6637931034482758	0.930	0.444	0.104	0.991	0.168	1	216	2	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6681034482758621	0.930	0.444	0.104	0.991	0.168	1	216	2	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6724137931034483	0.930	0.444	0.104	0.991	0.168	1	216	2	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6767241379310345	0.930	0.444	0.104	0.991	0.168	1	216	2	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6810344827586207	0.930	0.444	0.104	0.991	0.168	1	216	2	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6853448275862069	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6896551724137931	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6939655172413793	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6982758620689655	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7025862068965517	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7068965517241379	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7112068965517241	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7155172413793104	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7198275862068966	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7241379310344828	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.728448275862069	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7327586206896551	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7370689655172413	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7413793103448276	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7456896551724138	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.75	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7543103448275862	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7586206896551724	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7629310344827586	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7672413793103449	0.932	0.500	0.104	0.992	0.172	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.771551724137931	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7758620689655172	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7801724137931034	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7844827586206896	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7887931034482758	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7931034482758621	0.933	0.556	0.104	0.994	0.175	1	216	1	14
