MGYS00004296	DOW-2	environmental research	root:Environmental:Terrestrial:Soil:Agricultural	29860105	Dissemination of antibiotic resistance genes and human pathogenic bacteria from a pig feedlot to the surrounding stream and agricultural soils.	The dissemination of antibiotic resistance genes (ARGs), human pathogenic bacteria (HPB), and antibiotic-resistant HPB (ARHPB) from animal feedlot to nearby environment poses a potentially high risk to environmental ecology and public health. Here, a metagenomic analysis was employed to explore the dissemination of ARGs, HPB, and ARHPB from a pig feedlot to surrounding stream and agricultural soils. In total, not detectable (ND)-1,628.4 myg/kg of antibiotic residues, 18 types of ARGs, 48 HPB species, and 216 ARB isolates were detected in all samples. Antibiotic residues from pig feedlot mainly migrated into stream sediments and greenhouse soil. The dominant ARGs and HPB species from pig feedlot spread into stream sediments (tetracycline resistance genes, Clostridium difficile, and Mycobacterium tuberculosis), stream water (multidrug resistance (MDR) genes, Shigella flexneri, and Bordetella pertussis), and greenhouse soil (MDR genes, Bacillus anthracis, and Brucella melitensis). It is concerning that 54.4% of 216 ARB isolates from all samples were potential ARHPB species, and genome sequencing and functional annotation of 4 MDR HPB isolates showed 9 ARG types. Our findings revealed the potential migration and dissemination of antibiotic residues, ARGs, HPB, and ARHPB from pig feedlot to surrounding stream and agricultural soils via pig sewage discharge and manure fertilization.																																													
MGYS00000932	A study of microflora of plant growth substrate	The study focuses possibilities of manipulations of microflora of artificial plant growth substrates in order to optimalize and unify their microbiological properties	root:Environmental:Terrestrial:Soil																																																
MGYS00002001	Desert Fairy Circles	The formation of fairy circles, circular patches without vegetation in the center but with perennial grasses at the margin, is investigated.	root:Environmental:Terrestrial:Soil:Grasslands																																																
MGYS00005779	Land use change effects on the soil microbiome of the rainforest of the northwest Colombian Amazon region.	This study aimed to characterize the microbiome present in both litter and the soil of rainforest in the northwest Colombian Amazon region, and the response of the microbiome to land use change. The study was conducted specifically in Belen de los Andaquies and Solano counties, in Caqueta state, the second most important hotspot of deforestation in the entire Amazon basin. Experimental study design included 4 study sites for comparing native forest to livestock pasture systems, within the main landscapes of the region, mountain and hill landscapes separately.	root:Environmental:Terrestrial:Soil:Tropical rainforest																																																
MGYS00001053	Becker field soil DNA Metagenome	Five Streptomyces isolates and their combination plus a non-inoculated control was inoculated into field for the biocontrol of potato scab disease. Soil samples from each pot were collected pre-planting and in mid-season. the DNA sequences from each soil samples were extracted and amplified in order to understand the construction of soil microbial community during biocontrol and the influences of indigenous microbial community on biocontrol results.	root:Environmental:Terrestrial:Soil:Agricultural																																																
MGYS00005547	Metagenomic assessment of the ecological functions of the soil: analysis of the soil microbiota associated with the gigantism of the plants of the Chernevaya Taiga of Siberia	Global changes in the environment and climate, food and energy shortages, loss of biodiversity and the sustainability of ecosystems are among the most important problems of the current century. As a result, modern humanity should be engaged in the preservation and protection of soil, since soil resources are the basis of the food and ecological security of the nation. Prolonged use of soil in agricultural production has a wide range of negative consequences for soil properties, among them: degradation of organic matter, increased greenhouse gas emissions, changes in soil acidity, soil depletion, etc. Use of agricultural technologies (plowing and loosening, use of mineral and organic fertilizers, etc.) causes a significant change in the biogeochemical cycles performed by a complex of soil microorganisms. In this sense, the soils of the chernevaya taiga represent a unique model that is distinguished not only by extremely high fertility, realized from internal biotic and abiotic resources, and not by agrotechnical methods, but also by the preserved pre-agricultural microbiome, not affected by the long-term agricultural practices.The soil microbiota plays a decisive role in maintaining the homeostasis of the soil ecosystem, performing key functions in ensuring the growth and development of plants and actively participating in the carbon cycle. As a part of the existing scientific paradigm, soil organic matter is predominantly microbial in origin and consists of individual chemicals combined by non-covalent bonds to humic assemblies (Kleber, Johnson, 2010; Piccolo, 2002; Schmidt et al., 2011; Simpson et al., 2007; Von Lutzow et al., 2006; Von Lutzow et al., 2007; Von Lutzow et al., 2008). The study of the kinetics and dynamics of the processes of microbial transformation of organic substances under the different soil conditions is the basis for solving the problem of rational use of soil fertility and limiting CO2 emissions to the atmosphere during agricultural use of soil (Janzen, 2006). Understanding the transformation of organic matter in soil and managing the soil carbon balance is a priority for modern farming systems and agricultural technologies, since it is organic matter that is responsible for numerous soil properties, including agroecosystem functioning and crop productivity of agricultural plants (Gattinger et al, 2012; Powlson et al, 2011).The use of metagenomic approaches for monitoring soil ecosystems will significantly change our understanding of the diversity and functional role of the microbiome in maintaining the soil health. The change in the stocks of organic carbon (Corg) is one of the most important indicators of ecosystem activity (SemenioJanzen et al., 2011). Even small changes in organic carbon stocks can lead to disproportionately large positive or negative effects on key soil properties. In this case, the peculiarities of the soil microbiome, the main driver of the processes of transformation and mineralization of organic matter, can serve as a universal and very sensitive indicator of the state of the soil, including the optimization and biologization of farming systems (Pershina et al., 2018, Ivanova et al., 2017, Pershina et al., 2015, Chirac et al., 2013). The development of new approaches to assess the impact of agrobiotechnologies on soil health and quality, combined with the metagenomic characteristics and indication of the transformation of organic matter in the soil, is one of the most promising direction for diagnostics the state of organic carbon flux in terrestrial ecosystems, and, consequently, the state of the soil as a whole.In the past decade, several global projects have been initiated to study the soil microbiomes, the most famous of them is the Earth Microbiome project (http://www.earthmicrobiome.org/). One of the features of this project is the absence of soil samples from Russia. It is necessary to recognize that, despite the importance of microbiome research in all areas of fundamental and applied biology, Russia, admittedly, is not yet in any acceptable positions in the field of metagenomic research. Within the framework of this project, it is proposed to drastically improve the current situation by creating a modern metagenomics laboratory at St. Petersburg State University and developing newest research programs for studying microbiota that will fill gaps in understanding important processes carried out by microorganisms. Significant assistance in the implementation of this project will be provided by the use of an unprecedented diversity of Russian soils, often formed under unique natural conditions and possessing great agricultural and ecological importance.The main goal of the project is not to copy or compete with existing metagenomic projects implemented in North America or Europe, but to develop and implement original approaches to the study of soil metagenomes, which will allow obtaining qualitatively new and practically significant biological knowledge. From this point of view, the obtaining of sequencing data using modern high-performance technologies is only the starting point and the basis for further analysis. The results of this analysis should be practically significant and supported by appropriate agrochemical, geological and biochemical analyzes, as well as be accompanied by further experimental studies.As it was already noted, the backlog of domestic science in the field of metagenomics is very large, so the achievement of compliance with the world level, high scientific and social significance of the project can be achieved through the use of unique objects. Without a doubt, such an object is the soil of chernevaya taiga. The analysis of the peculiarities of the soil, the height of grasses in which, without using any fertilizers or agrotechnical measures, can reach 2 m, will certainly cause public interest. And if the fundamentals of such properties (presumably rooted in the taxonomic and functional structure of the microbiome) are thoroughly studied and understood, then in the future, you can expect to receive specific microbial preparations that can at least partially incorporate the unique properties of chernevaya taiga soils into traditional farming practice. This may be especially relevant for such agro technics as zero treatment, which is in many respects typologically similar to the conditions of vegetation in the chernevaya taiga. The potential of chernevaya -taiga microbiome may have an invaluable impact on the creation of new types of drugs that provide fast and effective decomposition of crop residues. In turn, the value of the analysis of previously unexplored unique soils for the search for new biologically active compounds is difficult to overestimate. The basis of many modern antibiotics are biologically active compounds of natural origin. Since the main producers of such molecules are plants and microorganisms, the analysis of soil samples with a wide variety of bacteria living in them has great potential for the detection of new biologically active substances. The results of this study will be relevant not only in terms of creating new drugs, but also for a fundamental scientific understanding of the process of synthesizing such compounds in bacteria.Thus, the realization of the hidden potential of unique objects is one of the most promising directions in Russian metagenomic studies.The project is supported by Russian Science Foundation (grant 19-16-00049)	root:Environmental:Terrestrial:Soil	36363763	Agricultural Crops Grown in Laboratory Conditions on Chernevaya Taiga Soil Demonstrate Unique Composition of the Rhizosphere Microbiota.	Chernevaya taiga in West Siberia is a unique environment, with gigantism of grasses and shrubs. Exceptionally high productivity of plants is determined by the synergistic interaction of various factors, with a special role belonging to microorganisms colonizing the plant roots. This research explored whether agricultural plants can recruit specific microorganisms from within virgin Chernevaya Umbrisol and thus increase their productivity. Radish and wheat plants were grown on the Umbrisol (T1) and control Retisol of Scotch pine forest stand (T3) soils in the phytotron, and then a bacterial community analysis of the rhizosphere was performed using high-throughput sequencing of the 16S rRNA genes. In laboratory experiments, the plant physiological parameters were significantly higher when growing on the Umbrisol as compared to the Retisol. Bacterial diversity in T1 soil was considerably higher than in the control sample, and the principal coordinate analysis demonstrated apparent differences in the bacterial communities associated with the plants. Agricultural plants growing in the T1 soil form specific prokaryotic communities, with dominant genera <i>Chthoniobacter, Pseudomonas, Burkholderia,</i> and <i>Massilia.</i> These communities also include less abundant but essential for plant growth nitrifiers <i>Cand. Nitrosocosmius</i> and <i>Nitrospira,</i> and representatives of Proteobacteria, Bacilli, and Actinobacteria, known to be gibberellin-producers.																																													
MGYS00000972	Wetland soil Metagenome	The diversity of archaea in wetland in different seasons	root:Environmental:Terrestrial:Soil:Wetlands																																																
MGYS00001046	Czech Republic Norway Spruce soil fungal hyphae Metagenome	We investigated fungal hyphal ingrowth and community composition in buried meshbags (3, 5, 15, 25 cm depths), amended with apatite, biotite or hornblende (1%), in a series of Norway spruce forests with different nutrient status (varying in K, P, and Mg). We assayed the fungal colonization of mineral amended mesh bags by measuring the ergosterol and performed fungal community analysis with 454 sequencing of the ITS region (ITS1f-ITS4). Bioinformatic analysis was conducted on extracted sequences from the ITS2 region.	root:Environmental:Terrestrial:Soil:Boreal forest																																																
MGYS00005385	Soil fungal communities of Chilean temperate rainforests	Soil fungal communities of Chilean temperate rainforests were elucidated by Illumina MiSeq sequencing of the ITS2 region.	root:Environmental:Terrestrial:Soil:Forest soil																																																
MGYS00001421	Desert farming benefits from microbial potential in arid soils and promotes diversity and plant health	BACKGROUND: To convert deserts into arable, green landscapes is a global vision, and desert farming is a strong growing area of agriculture world-wide. However, its effect on diversity of soil microbial communities, which are responsible for important ecosystem services like plant health, is still not known. METHODOLOGY/PRINCIPAL FINDINGS: We studied the impact of long-term agriculture on desert soil in one of the most prominent examples for organic desert farming in Sekem (Egypt). Using a polyphasic methodological approach to analyse microbial communities in soil as well as associated with cultivated plants, drastic effects caused by 30 years of agriculture were detected. Analysing bacterial fingerprints, we found statistically significant differences between agricultural and native desert soil of about 60%. A pyrosequencing-based analysis of the 16S rRNA gene regions showed higher diversity in agricultural than in desert soil (Shannon diversity indices: 11.21/7.90), and displayed structural differences. The proportion of Firmicutes in field soil was significantly higher (37%) than in the desert (11%). Bacillus and Paenibacillus play the key role: they represented 96% of the antagonists towards phytopathogens, and identical 16S rRNA sequences in the amplicon library and for isolates were detected. The proportion of antagonistic strains was doubled in field in comparison to desert soil (21.6%/12.4%); disease-suppressive bacteria were especially enriched in plant roots. On the opposite, several extremophilic bacterial groups, e.g., Acidimicrobium, Rubellimicrobium and Deinococcus-Thermus, disappeared from soil after agricultural use. The N-fixing Herbaspirillum group only occurred in desert soil. Soil bacterial communities were strongly driven by the a-biotic factors water supply and pH. CONCLUSIONS/SIGNIFICANCE: After long-term farming, a drastic shift in the bacterial communities in desert soil was observed. Bacterial communities in agricultural soil showed a higher diversity and a better ecosystem function for plant health but a loss of extremophilic bacteria. Interestingly, we detected that indigenous desert microorganisms promoted plant health in desert agro-ecosystems.	root:Environmental:Terrestrial:Soil:Desert	21912695	Desert farming benefits from microbial potential in arid soils and promotes diversity and plant health.	To convert deserts into arable, green landscapes is a global vision, and desert farming is a strong growing area of agriculture world-wide. However, its effect on diversity of soil microbial communities, which are responsible for important ecosystem services like plant health, is still not known. We studied the impact of long-term agriculture on desert soil in one of the most prominent examples for organic desert farming in Sekem (Egypt). Using a polyphasic methodological approach to analyse microbial communities in soil as well as associated with cultivated plants, drastic effects caused by 30 years of agriculture were detected. Analysing bacterial fingerprints, we found statistically significant differences between agricultural and native desert soil of about 60%. A pyrosequencing-based analysis of the 16S rRNA gene regions showed higher diversity in agricultural than in desert soil (Shannon diversity indices: 11.21/7.90), and displayed structural differences. The proportion of Firmicutes in field soil was significantly higher (37%) than in the desert (11%). Bacillus and Paenibacillus play the key role: they represented 96% of the antagonists towards phytopathogens, and identical 16S rRNA sequences in the amplicon library and for isolates were detected. The proportion of antagonistic strains was doubled in field in comparison to desert soil (21.6%/12.4%); disease-suppressive bacteria were especially enriched in plant roots. On the opposite, several extremophilic bacterial groups, e.g., Acidimicrobium, Rubellimicrobium and Deinococcus-Thermus, disappeared from soil after agricultural use. The N-fixing Herbaspirillum group only occurred in desert soil. Soil bacterial communities were strongly driven by the a-biotic factors water supply and pH. After long-term farming, a drastic shift in the bacterial communities in desert soil was observed. Bacterial communities in agricultural soil showed a higher diversity and a better ecosystem function for plant health but a loss of extremophilic bacteria. Interestingly, we detected that indigenous desert microorganisms promoted plant health in desert agro-ecosystems.																																													
MGYS00001059	The Metagenome of acidic soil sample before and after the remediation of bioelectrochemistry	The Metagenome of acidic soil sample before and after the remediation of bioelectrochemistry. Besides the raw soil and control sample, other 4 acidic soil sample were operated in microbial fuel cells under different external resistance (1000, 1000, 100 and 10).	root:Environmental:Terrestrial:Soil																																																
MGYS00001448	Disentangling facilitation drivers in arid environments: the role of soil microorganisms	1.\tNurse plants promote establishment of other plant species by buffering climate extremes and improving soil properties. Soil biota plays an important role, but an analysis to disentangle the effects of soil microorganisms, soil properties and microclimate on facilitation is lacking. \n2.\tIn three microhabitats (gaps, small and large Retama shrubs), we placed 6 microcosms with sterilized soil, two per soil origin (i.e., from each microhabitat). One in every pair received an alive, and the other a sterile, inoculum from its own soil. Seeds of annual plants were sown into the microcosms. Germination, survival and biomass were monitored. Soil bacterial communities were characterized by pyrosequencing. \n3.\tGermination in living Retama inoculum was nearly double that of germination in sterile inoculum. Germination was greater under Retama canopies than in gaps. Biomass was up to three times higher in nurse than in gap soils. Soil microorganisms, soil properties and microclimate showed a range of positive to negative effects on understory plants depending on species identity and life stage.\n4.\tNurse soil microorganisms promoted germination, but the effect was smaller than the positive effects of soil properties and microclimate under nurses. Nurse belowground environment (soil properties and microorganisms) promoted plant growth and survival more than nurse microhabitat.	root:Environmental:Terrestrial:Soil:Desert																																																
MGYS00003917	Agricultural intensification and the functional capacity of soil microbes on smallholder African farms - kakamenga	For the previous 2-3 years, soils from a chronosequence of farms along the edge of the Kakamega forest in Kenya along with soils from adjacent forested plots were sampled for trace gas fluxes and nitrogen cycling processes. This project sampled soils from the same plots to evaluate the effects of land use change and farm age on the bacteria responsible for key nitrogen cycling processes.	root:Environmental:Terrestrial:Soil:Agricultural	33252655	Dadasnake, a Snakemake implementation of DADA2 to process amplicon sequencing data for microbial ecology.																																														
